price,district,rooms,floor,floors,area,type,cond,walls,desc
52000.0,Kievsky,2,7,11.0,57.0,New ,Renovation,Brick,"Fully renovated, fitted kitchen, wardrobes, air conditioning, soundproofing. The house houses Tavria, LaTratorria restaurant and a medical center. "
54500.0,Primorsky,1,25,26.0,53.0,New ,After builders,Monolith,"Residential complex ""Limnos"". Apartment with panoramic views of the sea, Arcadia, Genoese. Free layout. Guarded territory, playground, management company, own gas boiler room, heating meters, radiators, armored front door, three elevators, parking (the elevator goes to the parking) "
19500.0,Suvorovsky,1,1,9.0,30.0,Special project,Need. in cosm. renovation,Brick,"One-room apartment for renovation. The house is located in the second row from the road. Walking distance to school, kindergarten, park. "
128000.0,Primorsky,2,8,11.0,75.0,New ,Author's design,Monolith,"Lcd Akadem Gorodok Fresh design renovation, studio kitchen, separate bedroom and glazed loggia, all built-in appliances: refrigerator, microwave oven, electric oven, dishwasher, powerful electric hood, all appliances from the Italian company Wirpull. The living room is equipped with a 3D sound system, HD TV, plasma Smart TV and a fireplace. The bathroom is combined, includes an installation and a wall-mounted washbasin, manual bed. The apartment has individual gas heating "
16000.0,Suvorovsky,2,1,3.0,36.0,Special project,Residential clean,Shell rock,"The apartment is in a residential condition. There is an air conditioner, a gas heater and a gas convector. Good transport interchange "
55000.0,Primorsky,3,1,9.0,55.0,Kharkiv,Renovation,Block-brick,"Fully renovated, built-in kitchen, appliances, furniture, heated floors, dressing room, a loggia with panoramic windows. Near kindergarten, school. Good transport interchange, 15 minutes to the sea. "
35500.0,Kievsky,1,14,19.0,45.0,New ,After builders,Monolith,"40 Pearl. Architectural / 11 Art. Lustdorf road. 14th floor, panoramic windows in the kitchen and living room. Ceiling height 2.8 meters. It is possible to re-plan a studio and a bedroom in the kitchen. Two lifts. In the house there is a shopping center, a Silpo supermarket. Children's playground and recreation area are isolated on the roof of the shopping center. Autonomous heating and power supply, elevators are always working, the possibility of installing a heat meter. Direct view of the sea and Tsarskoe Selo. "
50000.0,Malinovsky,2,3,3.0,56.0,Old fund,After overhaul,Shell rock,"Convenient transport interchange within walking distance of bringing a cinema school shops. The apartment was in good repair 2 years ago, its own heating 2-circuit boiler, built-in kitchen, expensive air conditioners in each room (2 pcs), 2 balconies fully glazed and made, a huge wardrobe, the apartment is very bright with large windows and ceilings 3 meters for a calm and measured life, for people who appreciate the flavor of our beloved Odessa !!!! "
62000.0,Kievsky,2,1,10.0,75.0,New ,Renovation,Brick,"apartment in a brick house, Tairova, Topoleva-Koroleva. the most comfortable area. 2-sided layout. Separate rooms. Sold with furniture and appliances. "
44000.0,Kievsky,1,12,18.0,43.0,New ,Renovation,Brick,"Studio apartment in 21 Pearl with renovation and furniture! The apartment was redesigned into a studio kitchen, renovated in light colors, a built-in spacious wardrobe, a fully equipped kitchen (hob, oven, dishwasher), a bathroom with a shower, two cupboards, a bidet, a properly installed air conditioner. Furniture, plumbing, electrical equipment of good quality! Panoramic windows, east side, bright, oblique sea view. "
62000.0,Primorsky,1,3,25.0,46.0,New ,Renovation,Monolith,"43 Pearl on Kamanina. Designer renovation, dressing room, furniture, appliances from leading manufacturers. "
23500.0,Malinovsky,2,3,3.0,30.0,Old fund,After overhaul,Shell rock,"Cozy, double-sided, fresh overhaul, igos. There is an attic. Remains Appliances And Furniture. "
34000.0,Malinovsky,2,2,5.0,47.0,Khrushchevka,Residential clean,Block-brick,"Living condition, new pipes, cladding, clean front door. "
47000.0,Malinovsky,3,3,5.0,58.0,Khrushchevka,Renovation,Block-brick,"Renovation, all furniture and appliances. "
85000.0,Primorsky,2,5,24.0,62.0,New ,Renovation,Aerated concrete,"26 Pearl, Genoese. 2 - apartment, 62 m2, Comfortable 5th floor, windows to the courtyard overlooking the park, redevelopment. Apartment with high quality repair, furniture and appliances, separate rooms "
82000.0,Kievsky,2,5,6.0,110.0,New ,Renovation,Brick,"LCD ""Dragonfly"". The apartment is in good repair, quiet, two-sided with two balconies. Windows to the courtyard. House with an elevator, security and parking. All infrastructure is nearby. There are all household appliances and furniture. Spacious front door, special project. Guarded parking near the house. "
72000.0,Primorsky,1,3,24.0,45.0,New ,Renovation,Brick,"LCD Orange on Srednefontanskaya. Area 44 sq.m., expensive furniture and household appliances. Everything was done for myself: a kitchen-studio and a bedroom. Closed guarded territory with underground parking, guest parking, playground, beauty salon, grocery store. The house has video surveillance, concierge, security, smart home system. Convenient infrastructure "
18500.0,Primorsky,1,2,2.0,35.0,Old fund,Residential clean,Shell rock,"Community status for two families. Fully dedicated: the 24m room is divided into 2 separate ones, its own kitchen and bathroom. The room is bright and sunny with 2 windows. "
53000.0,Kievsky,3,4,9.0,67.0,Czech,Residential clean,Brick,"Czech woman, separate rooms. The kitchen has been enlarged due to one of the loggias. Good living condition. "
110000.0,Suvorovsky,2,7,9.0,80.0,New ,Renovation,Aerated concrete,Wonderful Sea View!
65000.0,Primorsky,2,3,15.0,54.0,New ,Renovation,Brick,"Orion residential complex. Sk Budova. The House Is Rented !! Fully renovated (author's design), the apartment is equipped with expensive furniture and appliances. Ideal for rent !! Within walking distance from the sea! "
44000.0,Kievsky,1,11,19.0,44.0,New ,Renovation,Monolith,"37 Pearl. The apartment is renovated, fully equipped. Kitchen-living room and bedroom. Side sea view! "
63000.0,Primorsky,2,23,26.0,65.2,New ,After builders,Brick,"Lcd Limnos on Pedagogicheskaya, with panoramic views of the city and the sea, located on a 23/26 storey building. In a quiet area of Odessa with the most developed infrastructure. Within walking distance of Arcadia and Victory Park. The apartment is suitable for renting and permanent residence. Own gas boiler room, heating meters + radiators. The apartment is being sold by assignment of rights. "
50000.0,Kievsky,3,2,10.0,63.0,Czech,After overhaul,Panel,"After overhaul, built-in kitchen, appliances, furniture. "
32000.0,Kievsky,1,5,5.0,30.0,Khrushchevka,Residential clean,Panel,"New plumbing, changed roof, bright apartment, residential "
34000.0,Kievsky,1,10,17.0,30.0,New ,Renovation,Monolith,"Youth studio option with a common space. District of the residential area Raduzhny, 10th floor, 2 elevators, intercom, armored door, boiler, washing machine, large shower, refrigerator, TV, internet, wi-fi, smart TV. Very stylish and modern renovation. Good infrastructure, large supermarket, transport interchange, parking at the house. "
38000.0,Suvorovsky,2,7,10.0,45.0,Special project,Renovation,Aerated concrete,"EcoSolaris The apartment has been redesigned into a two-room apartment, rooms 14 + 12. New house, nice area. "
33000.0,Malinovsky,2,4,5.0,45.0,Khrushchevka,Residential clean,Block-brick,"Living condition, facing. Condominiums. Nearby is a gymnasium number 8, a playground, a supermarket. General house heat meter. "
58000.0,Primorsky,1,3,24.0,38.0,New ,Renovation,Aerated concrete,"26 Pearl. The apartment is bright, furniture, appliances - everything is in the price. Windows overlook the courtyard, east side. "
25000.0,Malinovsky,3,1,5.0,54.0,Khrushchevka,Residential clean,Brick,"Living condition, cladding, igos, balcony attached and glazed, 10 minutes to the city center. "
28500.0,Kievsky,1,10,12.0,43.0,New ,After builders,Monolith,"LCD ""Raduzhny"". The house is leased. "
125000.0,Primorsky,3,11,11.0,100.0,New ,After builders,Brick,"apartment with a terrace, from the sea 1 minute, 10 st. B. Fontana. Free layout, House Hephaestus ""Santorini"" "
30000.0,Suvorovsky,3,9,9.0,64.0,Czech,Need. in cosm. renovation,Panel,The apartment has been renovated. Rooms are separate. Good location of the house. School is within walking distance. Kindergarten. shopping center.
64000.0,Primorsky,1,4,24.0,43.0,New ,Renovation,Monolith,"45 pearl with a stylish renovation! An excellent option both for living and for rent. Technique: Bosch. Beko. Indesit. Oven with 11 programs, dishwasher, induction hob, refrigerator, washing machine, tumble dryer. Large folding sofa Kitchen facades painted MDF. Courtyard view of the gym. The residential complex is guarded, video surveillance, large territory, parking, supermarket, pharmacy, cafe, pub, new mail, Ukrposhta, sports and playgrounds. "
38500.0,Kievsky,1,1,2.0,35.0,Special project,Renovation,Aerated concrete,"Renovated apartment in a new small apartment building with parking! Built-in kitchen, air conditioning. Closed guarded territory. Playground. Near a supermarket, universities, schools, kindergartens, pump room, arcadia, sea! "
39500.0,Kievsky,2,2,2.0,35.0,Special project,Renovation,Aerated concrete,"Renovated apartment in a new small apartment building with parking! High ceilings, 3.2 m. The thickness of the walls of the house is 50 cm. + Facade. Parking. Parking spaces. Closed guarded territory. Playground. Near a supermarket, universities, schools, kindergartens, pump room, arcadia, sea! "
42000.0,Kievsky,2,5,19.0,59.0,New ,After builders,Monolith,"49 Pearl. East side 5th floor, 2nd separate rooms 10 and 21 m2, kitchen 11 m2. Developed infrastructure, mall market, school, convenient transport interchange. "
39500.0,Malinovsky,1,4,12.0,35.0,Special project,Renovation,Monolith,"Renovated apartment, residential complex ""Malinki"". The apartment is designed in euro kopeck piece. Kitchen, hallway, chest of drawers, sofa, curtains, chandeliers, smart TV. Landscaped adjoining territory. House security is ensured by round-the-clock security. Installed modern silent elevators. The house has an underground and guest parking. There are several supermarkets, schools, kindergartens, and a clinic nearby. Convenient transport interchange. "
43000.0,Kievsky,2,8,9.0,50.0,Czech,After makeup,Panel,"Renovated, modern cladding, fitted kitchen, IGO, south facing. Large green courtyard. Good transport interchange. "
17500.0,Kievsky,1,3,4.0,31.4,New ,After builders,Brick,"1-room apartment of 31 sq.m. in a NEW RENT HOUSE HIGH-HACK residential complex located on the street. Marshal Zhukov (Heavenly Hundreds) / Pearl Heating - gas roof boiler room, armored door, high-quality panoramic windows. Closed area. Free layout. Condition from builders Good area, proximity to the sea. Within walking distance there is a public transport stop. In 3 - 5 minutes drive are located: 24-hour supermarket, shopping center Metro and Epicenter, wholesale market. "
29770.0,Kievsky,2,12,16.0,45.0,New ,After builders,Monolith,"A new rented house, beautiful views open from the windows of the apartment, a closed courtyard in which no cars are parked, there is also security, video surveillance, underground parking, a playground, beautiful landscape design, developed infrastructure. In the section of the house there are two silent OTIS elevators, a modern fire extinguishing system, with a smoke detector in the apartment. A design project of the apartment was developed and redevelopment was implemented on its basis. In the photo section there is a plan and photos of the existing layout. "
84000.0,Primorsky,2,24,25.0,60.0,New ,After builders,Monolith,"LCD 48 Pearl from Cadorr on the street. Kamanin. Direct sea view. The last house in this residential complex, landscaped area, closed courtyard, security, video surveillance. On the territory of the complex there is a supermarket, a pharmacy, a cafe, shops, playgrounds, exercise equipment, landscaping, fountains. 300 meters to the beaches and clubs of Arcadia. The apartment is spacious, bright, condition after the builders. "
63000.0,Primorsky,2,4,13.0,72.0,New ,After builders,Monolith,"Lcd Space on Geraneva. An apartment from builders in a good area of the city. Sistima smart home. The yard is ""without cars"". Share assignment. House delivery in June 2020. "
50000.0,Suvorovsky,4,6,16.0,86.0,Cellular,After makeup,Panel,"The apartment is in good living condition. Each room has a loggia with metal-plastic glazing. Built-in kitchen, electric stove, bathroom - tiled. Excellent infrastructure. Within walking distance: Pochatok and Kotovsky markets, supermarkets, bus terminus. Nearby are two schools, municipal and private kindergartens, sports grounds, fitness clubs and a new children's clinic "
62000.0,Malinovsky,2,1,5.0,90.0,Khrushchevka,After overhaul,Brick,"Renovated apartment, not angular in the middle of the house, two large attached bucks, one on two levels with a study, the second gym. All balconies are legalized with heating, eurobattery in the apartment. All Wiring Was Changed Copper, Pipes And Risers Are Changed For Plastic, All Metering Devices, A Heat Meter On The House. Signaling. Sold with furniture and household appliances. "
53000.0,Primorsky,1,2,25.0,36.0,New ,Renovation,Monolith,"LCD 36 pearl. Fully renovated, built-in kitchen, appliances, furniture. "
43900.0,Kievsky,2,7,20.0,64.3,New ,After builders,Brick,"New building ""46 Zhemchuzhina"", located in a closed residential complex near st. Architectural. 24-hour security, video surveillance, high-speed elevators, beautiful territory, a large playground. "
50000.0,Kievsky,2,11,16.0,59.0,Cellular,Renovation,Panel,"Renovation, 3 balconies, two of them are open, igos, appliances, furniture. "
45000.0,Kievsky,2,10,18.0,45.0,New ,Renovation,Brick,"21 Pearl. The house was commissioned 3 years ago, fully inhabited. The apartment is redesigned into a 2-room. High-quality repair. The bedroom has panoramic windows. "
43000.0,Primorsky,2,2,2.0,60.0,Old fund,After overhaul,Shell rock,"The apartment has been overhauled, new plumbing, pipes, built-in kitchen, its own heating (AGV 2-kont.), 2 air conditioners, a new roof. "
65000.0,Primorsky,3,1,10.0,73.0,Special project,After makeup,Panel,"After renovation, 2 balconies + an extension, furniture, built-in kitchen, appliances. Condominiums. Green cozy courtyard with a playground. Close to Victory Park, Arcadia, Tavria. Good transport interchange. Possibly with tenants. "
84000.0,Kievsky,2,10,11.0,75.5,New ,Renovation,Brick,"ZhK Luch. Large windows to the ceiling, good quality! Bay window glazing in the living room! Ceiling height - 2.9m - drywall! 2 loggias! Window sills - made of artificial stone, zoned lighting. 2 terminals for air conditioners! (the apartment is not hot - in this connection they were not installed.) Own gas boiler (Saunier Duval), heated floors in the kitchen, in the bathroom and also on the loggia! Free layout with an author's, expensive renovation, which was done for yourself! "
37000.0,Primorsky,1,6,25.0,37.0,New ,After builders,Monolith,"LCD 48 Pearl from Cadorr on the street. Kamanin. The last house in this residential complex, landscaped area, closed courtyard, security, video surveillance. On the territory of the complex there is a supermarket, a pharmacy, a cafe, shops, playgrounds, exercise equipment, landscaping, fountains. 300 meters to the beaches and clubs of Arcadia. The apartment is spacious, bright, condition after the builders. "
40000.0,Kievsky,1,18,20.0,43.0,New ,Renovation,Brick,"LCD 46th Pearl Kadorr on Tairova. The apartment has a quality renovation. English washing wallpaper. LED lighting, electrical accessories Schneider Electric France. Large loggia with panoramic glazing. "
42500.0,Malinovsky,1,1,1.0,42.0,Old fund,Renovation,Shell rock,Apartment on Moldovanka with a stylish renovation!
40000.0,Primorsky,1,3,4.0,27.0,Special project,Residential clean,Brick,"Kurortny district, next to Shevchenko park. House with its own boiler room. Clean living condition. Free. "
41000.0,Kievsky,1,6,16.0,57.0,New ,After builders,Brick,LCD Odyssey. The house was commissioned and commissioned.
29800.0,Kievsky,1,16,16.0,40.0,New ,After builders,Brick,"ZhK Tairovskie sady. The house is leased. The apartment has two loggias, condition from the builders "
65500.0,Malinovsky,2,6,10.0,68.0,New ,Renovation,Brick,"LCD House on Shchorsa. Fully renovated, built-in kitchen, appliances, 3 air conditioners, heat meter, soundproofing. Nearby there is a large supermarket, mini market and small shops, kindergartens, secondary schools. "
55000.0,Malinovsky,3,5,5.0,58.0,Khrushchevka,Renovation,Block-brick,"Cooperative house, beautiful modern renovation from expensive quality materials Kitchen-living room + 2 bedrooms. The rooms have premium laminate, tiles in the hallway, kitchen and bathroom, heated floors in the kitchen and bathroom, a Ravak jacuzzi bathtub, expensive plumbing, French stretch ceilings, air conditioning in all rooms, a heated loggia for three rooms with an area of 12 sq. M. , in the bedrooms there are built-in wardrobes, security, external wall insulation. "
36000.0,Malinovsky,1,6,10.0,42.0,New ,Renovation,Brick,"stylish one-room studio apartment with a luxurious renovation. On Hrushevsky street. The house is made of red brick, there is parking, the windows face south, the apartment is not angular and very warm. Already installed: 1) Two tariff meters for electricity. 2) Heat meter. 3) An electric fireplace with efficient heating. 4) Boiler in the bathroom. 5) Electric heated floors in the bathroom. Expensive repairs were made. To the city center 15 min. Within walking distance of a kindergarten, school, supermarket. There are children's playgrounds on the territory "
22000.0,Primorsky,1,2,2.0,35.0,Old fund,Residential clean,Shell rock,"one-room apartment (dedicated commune) in the Center. Novoselsky / Tolstoy street. Room 18 meters, kitchen 12, bathroom 3 meters, ceiling height 4.30. The room has a fireplace (decorative), heating-AGV, good condition. "
64000.0,Primorsky,1,4,24.0,43.0,New ,Renovation,Monolith,"45 pearl with a stylish renovation! An excellent option both for living and for rent. Technique: Bosch. Beko. Indesit. Oven with 11 programs, dishwasher, induction hob, refrigerator, washing machine, tumble dryer. Large folding sofa Kitchen facades painted MDF. Courtyard view of the gym. The residential complex is guarded, video surveillance, large territory, parking, supermarket, pharmacy, cafe, pub, new mail, Ukrposhta, sports and playgrounds. "
48500.0,Primorsky,1,22,23.0,32.0,New ,Renovation,Monolith,"Stylish view studio with a balcony in the very center of Arcadia. The apartment is equipped with everything you need, there is a comfortable dressing room, a kitchen in bright colors with household appliances, air conditioning, a boiler. "
110000.0,Primorsky,1,3,24.0,40.0,New ,Renovation,Brick,"Stylish one-room apartment with expensive renovation, expensive kitchen, top-end Seimens, Franke appliances, jacuzzi, LG air conditioner. Everything is new under warranty. "
13500.0,Malinovsky,1,2,4.0,22.0,New ,After builders,Brick,"Small apartment house, studio apartment, "
25000.0,Malinovsky,1,2,4.0,39.0,New ,After builders,Brick,"Small apartment house, "
45500.0,Primorsky,2,14,24.0,63.0,New ,After builders,Monolith,34 Pearl
24000.0,Primorsky,2,2,2.0,38.0,Old fund,After makeup,Shell rock,"The apartment is in good living condition. Mpo, heating-AGV. The bathroom has modern cladding and a shower cubicle. Cast iron ladder "
50000.0,Primorsky,4,3,9.0,75.0,Czech,Residential clean,Brick,"High-rise brick house, quiet green courtyard. Living condition, boiler, cladding, new pipes and batteries, balcony for two rooms, transport interchange, shops. "
44000.0,Kievsky,2,4,16.0,50.0,New ,Renovation,Brick,"ZhK Tairovskie sady, renovated apartment "
100000.0,Primorsky,2,3,16.0,82.6,New ,After builders,Brick,"New, rented house. Red brick, autonomy, inhabited, closed courtyard. Wonderful layout (see plan), studio and 2 bedrooms are easily done. Condition from builders. South-east side. Bargain. "
37000.0,Malinovsky,3,5,5.0,58.0,Khrushchevka,After overhaul,Block-brick,"After overhaul, MPO, modern cladding, built-in kitchen, air conditioning. The house has a new roof. Green courtyard, near the school "
49600.0,Kievsky,2,13,22.0,62.0,New ,After builders,Brick,Apartment in the residential complex Dmitrievsky with a sea view!
155000.0,Primorsky,2,8,21.0,102.4,New ,Renovation,Monolith,"The apartment is with high-quality renovation, marble windowsills, parquet boards, decorative plaster, quality tiles. Built-in kitchen and household appliances (dishwasher, electric oven, refrigerator, extractor fan), furniture, etc. are included in the price. The apartment has large windows with panoramic sea views. "
65000.0,Primorsky,3,9,9.0,67.0,Special project,Renovation,Brick,"Good renovation from expensive natural materials: Indonesian parquet, deck flooring, wooden interior doors with crystal glass, Marconi wooden windows, wooden window sills, Italian tiles. Slopes on the windows are also tiled. Replacement of all communications, power cables, etc. Comfortable convenient layout: three separate rooms, a spacious kitchen with dedicated niches for the refrigerator and TV, exit to the loggia from the bedroom (glazed, metal-plastic) "
71000.0,Kievsky,1,6,12.0,42.0,New ,Renovation,Monolith,"Stylish 1st apartment with quality renovation, equipped with furniture and appliances. ZhK 31 Zhemchuzhina at 10 station B. Fontana, facade on the Fontanskaya road, view of the sea and the park area (Shklyaruk square). Landscaped, closed and guarded playground, underground parking, large guest parking. The renovation was completed in April 2020, everything is new, no one lived in the apartment. Interior design and turnkey renovations made by Roomberry Design studio. "
41000.0,Primorsky,1,23,25.0,37.0,New ,After builders,Monolith,"48 Pearl. Bright apartment in a pearl town near the sea. Near Arcadia, Health Path. Sea view from both sides + green courtyard with fountains. Near the green park Yunost. There is a possibility of hiking to the sea. The complex already has a grocery store of the Santim chain, pharmacies, a beauty salon and other stores. In the yard there are green spaces and beautiful fountains. "
75000.0,Primorsky,1,12,22.0,54.0,New ,Renovation,Brick,"Fully renovated, built-in kitchen, appliances, furniture, 2 air conditioners. "
48000.0,Suvorovsky,1,19,25.0,44.0,Special project,Author's design,Aerated concrete,"The apartment is renovated, the price includes all furniture and appliances. Closed area, video surveillance, silent elevators, concierge. "
45000.0,Kievsky,1,11,12.0,48.0,New ,Renovation,Monolith,"East side, view of Marshal Zhukov. There are many free, free parking spaces near the house. A one-room apartment has been redesigned into a two-room apartment. The apartment is fully equipped with furniture and appliances. Stretch ceilings, half-expensive German laminate. The furniture was made to order. Quartz kitchen sink. The bathroom has expensive textured tiles. The second room (10.5 sq.m.) is a folding sofa with a storage niche and a mirrored wardrobe. "
92000.0,Primorsky,3,2,4.0,67.0,Stalinka,Renovation,Shell rock,"3-room apartment in the city center, stalinka. Two separate rooms and a kitchen-studio with a total area of 67m, with a balcony. Double-sided. There is an air conditioner, washing machine, dishwasher, all appliances. The apartment is after renovation. Furniture. Closed yard. "
46000.0,Kievsky,2,14,18.0,45.0,New ,Renovation,Monolith,"37 Pearl, "
138000.0,Primorsky,3,5,5.0,87.0,New ,Renovation,Foam concrete,"Resort place. Quiet, closed courtyard. A fresh, beautiful home. Spacious apartment: kitchen-dining room and 2 separate bedrooms. Good repair (for yourself). All ""filling"" is included in the price. "
28000.0,Kievsky,1,10,19.0,41.0,New ,After builders,Monolith,49 Pearl. + 2 parking spaces in the underground parking for 11 thousand. Seats near their section. An individual heat meter is already installed in the apartment. The apartment can be re-planned into a 40m2 studio kitchen and two bedrooms. There are two bathrooms and a dressing room.
42000.0,Kievsky,1,14,16.0,40.0,Special project,After overhaul,Monolith,"The apartment has been renovated. All windows have been changed. The apartment is insulated along the facade. Stretch ceilings, warm floors. The electrical wiring is thought out and changed. Furniture, appliances remain. Bargain. "
59000.0,Primorsky,2,4,22.0,54.0,New ,Renovation,Brick,"Loft-style apartment, 2 bedrooms with windows, built-in kitchen, appliances, furniture. "
50000.0,Kievsky,1,8,11.0,47.0,Special project,After overhaul,Brick,"The apartment is after a quality repair, with an area of 47m, with a large kitchen of 14 sqm, all the furniture and appliances remain. Bathroom is combined, bath. There is a storage room, both in the apartment and on the floor. Otis Elevator. The loggia is glazed and insulated on both sides. Own roof boiler room. The house is surrounded by a fence. In the yard there is a playground, well-groomed territory. Near school, gardens. "
18500.0,Kievsky,1,2,16.0,24.0,New ,After builders,Brick,"LCD ""Aquarelle"", the house is leased "
34900.0,Suvorovsky,3,5,16.0,67.0,Special project,Residential clean,Block-brick,"The apartment is in good condition, air conditioner, boiler. Near school, kindergarten, supermarkets "
65000.0,Primorsky,1,13,18.0,47.0,New ,Renovation,Brick,"Residential complex ""Nagorny"" of the construction company ""STIKON"". The apartment has been renovated using expensive materials. An apartment with a balcony is located on the 13th floor with a gorgeous view of Dyukovsky Park. Kitchen with wooden facades and household appliances ""Bosh"". All furniture and TV, air conditioning remain in the room. In the hallway there is a large built-in wardrobe, a dressing room. The bathroom has expensive Ravak plumbing fixtures. Protected area, closed courtyard, underground parking, sports and playgrounds "
195000.0,Primorsky,3,4,8.0,130.0,New ,Renovation,Brick,"White sail, apartment with author's renovation, bedroom 20 and dining room 45 (it is possible to have a second bedroom), 2 bathrooms (one of the bedrooms), all furniture and appliances. Daily rent 50 USD / day. "
94000.0,Primorsky,2,5,10.0,57.0,New ,Renovation,Brick,"LCD Mykonos. The apartment is fully renovated, furnished, appliances. Everything is guaranteed! With sea views! To the beach 50 m. Gym, market, restaurant within walking distance of the 10th station of Bolniy Fontana. "
42000.0,Kievsky,3,8,9.0,63.0,Czech,Residential clean,Panel,"Living condition, furniture, free, next to supermarkets, bus stops, kindergarten, schools, stadium. "
60000.0,Kievsky,2,11,14.0,78.0,New ,After overhaul,Monolith,"ZhM Rainbow. Renovation from good materials. Two glazed and insulated loggias. In the bathroom there are Czech dishes, a shower cabin and a Ravak bath. Spacious, bright and very warm apartment. "
92000.0,Kievsky,2,9,18.0,78.0,New ,Renovation,Foam concrete,"ZhK 5 Zhemchuzhina, two-sided, high-quality expensive renovation in neoclassical style, in light colors, the apartment is equipped with expensive furniture from leading manufacturers, and Italian kitchen appliances, wallpaper (Germany, Italy), multisplit air conditioners, German radiators and warm floors. Panoramic windows, partly sea view, there is a balcony !!! Within walking distance of the sea and the park! "
71000.0,Primorsky,2,6,24.0,49.0,New ,Renovation,Monolith,"45 pearl, renovation, all furniture, built-in kitchen, appliances, wardrobe, air conditioning. "
31000.0,Kievsky,1,3,24.0,44.0,New ,After builders,Brick,"LCD Altair-3. House commissioning in the 2nd quarter of 2021. To the sea and the city center 15 minutes drive. All infrastructure: kindergartens. schools, shops and transport interchange. "
60000.0,Malinovsky,3,9,10.0,96.0,New ,After builders,Brick,"For sale a 3-room apartment in the LCD City Park. The House Is Rented, Inhabited. Convenient layout "
47000.0,Kievsky,3,16,16.0,75.0,Cellular,Renovation,Monolith,"Sea view. Cellular. Insulated around the perimeter. The apartment has a good repair, air conditioning. Separate bathroom, tiled + boiler. Laminate and tiles on the floor. New plumbing, plastic pipes, MPO. Wardrobe. The interior doors are wooden. Armored entrance doors. Loggias are glazed with igos. "
40000.0,Malinovsky,1,11,12.0,36.0,New ,After builders,Monolith,"LCD Malinki. HOUSE RENT! The best layout 42 sq.m. Unfinished renovation, prepared for designer finishing. All communications are completely done: electrical, water, heated floor throughout the apartment, walls are ready for any work. There are window sills and high-quality interior doors. "
57000.0,Kievsky,1,8,24.0,46.0,New ,Renovation,Brick,"Lcd Altair-1, on Lyustdorfskaya dor. The house is 4 years old, fully populated. Renovated apartment, furniture and household appliances: oven, electric stove, extractor hood, washing machine, boiler. Equipped dressing room, 3,5 m, large loggia 3 m glazed. "
45000.0,Kievsky,2,13,19.0,61.0,New ,After builders,Monolith,"40 Pearl. sea view from all windows. Children's playground and recreation area are isolated on the roof of the shopping center. Autonomous heating and power supply, elevators are always working, the possibility of installing a heat meter. Direct view of the sea and Tsarskoe Selo. "
160000.0,Primorsky,3,9,10.0,106.0,New ,Renovation,Brick,Red brick house. There are only three apartments per floor. Entrance door Mul t lock. Autonomous heating (new Vaillant condensing boiler). Parquet board. Heated floors. Marble window sills. Day-night counter. Voltage regulator. Inlet water filter. Two intercoms. Remains Furniture.
40000.0,Primorsky,1,4,12.0,40.0,New ,After builders,Brick,LCD Gardens of Semiramis.
23500.0,Suvorovsky,1,9,9.0,34.0,Czech,Residential clean,Panel,"The apartment is clean, comfortable. Large kitchen. There is a metal-plastic window in the kitchen. There is a storage room between the kitchen and the corridor. A well-equipped, comfortable area with a well-developed infrastructure: supermarkets, a chain of mini-shops, a school, a kindergarten, a chic Crimean boulevard. "
59500.0,Kievsky,3,21,23.0,93.0,New ,After builders,Brick,LCD Dmitrievsky 3
28000.0,Suvorovsky,1,7,10.0,50.0,Special project,After builders,Brick,One-room apartment in a brick building. The house is leased. The infrastructure of the district is developed.
38000.0,Malinovsky,3,5,5.0,52.0,Khrushchevka,Renovation,Block-brick,"Redesigned into 2 bedrooms and a kitchen-studio. Renovation of expensive materials, built-in kitchen, appliances, furniture. "
63000.0,Primorsky,2,5,5.0,51.0,Stalinka,After overhaul,Brick,Stalin. The apartment is completely renovated. All new.
11500.0,Malinovsky,1,2,3.0,90.0,Old fund,After makeup,Shell rock,a room of 23 sq.m is located on the 2nd floor of a 3-storey solid building. Two more neighbors. The commune is clean. Excellent location
50000.0,Primorsky,2,5,16.0,53.0,Special project,Residential clean,Panel,The loggia for the room and the kitchen is glazed. Good living condition. The kitchen part of the loggia is insulated and combined with the kitchen. In the hallway there is a wardrobe. The front door is new. Furniture and household appliances remain in the apartment. There are 2 elevators in the front door: cargo and passenger. 15 min walk to the sea.
60000.0,Kievsky,2,4,16.0,64.0,New ,Renovation,Monolith,Lcd Raduzhny 2. Modern renovation.
53800.0,Primorsky,2,1,3.0,44.0,Old fund,Renovation,Shell rock,"Apartment in a lovely area. A quality repair has been completed. The apartment is sold with a clean, dry basement. There is a shed (not on the street). Luxurious asphalt courtyard. Children's Corner. The yard is on the key. Good neighbors. "
100000.0,Primorsky,2,15,18.0,54.0,New ,Renovation,Monolith,"Modern stylish apartment at 17 Zhemchuzhina on Lev Tolstoy Square. The apartment consists of a separate bedroom and a kitchen-studio. A high-quality, modern, stylish renovation has been completed, there is all furniture and household appliances (2 TVs, 2 air conditioners, a double bed and a double sofa, etc.). To st. Deribasovskaya 10 minutes walk. "
